"","summary","date","country"
"836","Analysis: Polish Communist Party is caught in difficult squeeze between demands of workers' movement at home and dictums of Soviet Union (M)",1980,FALSE
"837","article on growing number of Long Island, NY, homes installing alarms to combat rising burglary incidence; photo (M)",1980,FALSE
"839","Miami authorities ask parents to keep children at home on Halloween night in light of Halloween violence in 1979 (M)",1980,FALSE
"843","Article by WBBM-TV, Chicago, Ill, anchorman-reporter Bill Kurtis on increase in illegal heroin smuggling into US; illus (L)",1980,FALSE
"847","Greg Mitchell article on Justice Department's Witness Protection Program, instituted in 1970, to provide security for individuals who offer evidence against members of organized crime; recounts plight of couple who provided evidence against company that was beginning to make connections with organized crime and who have not been treated properly (L)",1980,FALSE
"848","FBI uniform crime report shows 23.1% increase in crime in Long Beach, NY, during first 3 months of '80 (S)",1980,FALSE
"853","Fox, Michael W: The Soul of the Wolf reviewed by John W Miller",1980,FALSE
"855","actress Sophie Schwab, who appears in Barnum, marries talent agent David Rosen (S)",1980,FALSE
"856","House Subcommittee on Environment, Energy and Natural Resources is investigating how eastern Long Island's groundwater supply became contaminated with traces of Temik, Union Carbide pesticide that was in use on Island for 4 years as means of controlling Colorado potato beetle (S)",1980,FALSE
"860","John Darnton article on political, economic, social and international ramifications of 60-day labor revolt in Poland; illustrations (L)",1980,FALSE
"861","Analysis of NAACP finds organization is struggling to modernize itself in effort to regain its position as leader of civil rights movement (M)",1980,FALSE
"862","Safire comments on words 'gridlock' and 'giveback;' cartoon (L)",1980,FALSE
"865","Connecticut Transportation Comr Arthur B Powers reports that average car in state burned only 651 gallons of fuel last year, down 5.1% from '78 figure; state's total gasoline consumption, however, was down only 3%, since there were more cars on road (S)",1980,FALSE
"867","Tad Szulc article examines roots of radical political uprisings in Caribbean that are threatening region with turmoil and revolution; holds Carter Administration views present trend as part of a broad Soviet offensive to win influence over newly independent islands; focuses on Cuban-equipped and trained People's Revolutionary Army in Grenada; map; illustrations (L)",1980,FALSE
"870","NJ Atty Gen John J Degnan says organized crime has grown stronger in Atlantic City since start of casino gambling, legislative hearing on Gov Byrne's proposals to revamp commission in wake of MacDonald's resignation; Degnan por (M)",1980,FALSE
"871","article on Dem aspirants; discusses their campaign styles and issues that they are emphasizing (M)",1980,FALSE
"874","Comment on changes in Cleveland (Ohio) in last 6 months; notes fiery and often controversial leadership of former Mayor Dennis J Kucinich has been replaced by placid presence of Mayor George V Voinovich; notes change has cleared air of constant political infighting that marked much of Kucinich's administration; Voinovich's financial recovery plan discussed (L)",1980,FALSE
"878","Sen Edward Kennedy's stand on energy issues summarized (S)",1980,FALSE
"881","Winters interviewed; portrait (S)",1980,FALSE
"883","John B Anderson is only one of 7 Republican Presidential aspirants in Manchester, NH, debate, who does not favor increased military strength (M)",1980,FALSE
